gene	B_cells_EA	B_cells_AA	CAFs_EA	CAFs_AA	Cancer_EA	Cancer_AA	Cycling_Myeloid_EA	Cycling_Myeloid_AA	Cycling_PVL_EA	Cycling_PVL_AA	Endothelial_EA	Endothelial_AA	IFN-resp.neutrophil_EA	IFN-resp.neutrophil_AA	IL.8.neutrophil_EA	IL.8.neutrophil_AA	Lum_Prog_EA	Lum_Prog_AA	Mature_Lum_EA	Mature_Lum_AA	Myeloid_DC_EA	Myeloid_DC_AA	Myeloid_Macrophage_EA	Myeloid_Macrophage_AA	Myeloid_Monocyte_EA	Myeloid_Monocyte_AA	Myoepithelial_EA	Myoepithelial_AA	PVL_EA	PVL_AA	Plasmablast_EA	Plasmablast_AA	T_cells_EA	T_cells_AA	T_cells_CD4_EA	T_cells_CD4_AA	T_cells_CD4_Tfh_EA	T_cells_CD4_Tfh_AA	T_cells_CD4_Tregs_EA	T_cells_CD4_Tregs_AA	T_cells_CD8_EA	T_cells_CD8_AA	T_cells_NK_EA	T_cells_NK_AA	T_cells_NKT_EA	T_cells_NKT_AA	calprotectin.neutrophil_EA	calprotectin.neutrophil_AA	degraulating.neutrophil_EA	degraulating.neutrophil_AA
ADAMTS9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
PLXNC1	0.00	0.00	0.00	0.01	0.00	0.00	0.01	0.02	0.00	0.00	0.00	0.00	0.01	0.02	0.01	0.02	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.01
COL8A2	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
PREX1	0.00	0.01	0.00	0.00	0.01	0.01	0.02	0.03	0.00	0.01	0.01	0.02	0.03	0.06	0.04	0.07	0.00	0.00	0.01	0.03	0.01	0.02	0.02	0.04	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.03	0.06	0.01	0.03
SLC40A1	0.00	0.00	0.02	0.04	0.02	0.03	0.01	0.03	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.05	0.09	0.00	0.01	0.04	0.07	0.01	0.01	0.01	0.01	0.02	0.03	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.03	0.03	0.06
IGLC3	0.11	0.13	0.04	0.04	0.02	0.02	0.03	0.04	0.08	0.09	0.03	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.04	0.05	0.02	0.02	0.02	0.02	0.00	0.00	0.04	0.04	0.25	0.29	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0.00	0.00	0.00	0.00
CFL1	0.09	0.19	0.08	0.17	0.12	0.24	0.14	0.30	0.14	0.29	0.11	0.23	0.06	0.13	0.08	0.17	0.09	0.19	0.11	0.23	0.12	0.26	0.12	0.26	0.13	0.27	0.10	0.20	0.10	0.20	0.03	0.07	0.13	0.28	0.09	0.19	0.11	0.23	0.11	0.22	0.11	0.24	0.10	0.21	0.12	0.24	0.05	0.11	0.08	0.17
IGHA1	0.09	0.16	0.04	0.07	0.02	0.03	0.04	0.06	0.07	0.12	0.04	0.06	0.00	0.00	0.00	0.00	0.01	0.02	0.02	0.03	0.02	0.03	0.02	0.03	0.02	0.04	0.01	0.02	0.03	0.06	0.26	0.47	0.02	0.04	0.01	0.02	0.02	0.03	0.02	0.03	0.02	0.03	0.03	0.06	0.01	0.02	0.00	0.00	0.00	0.00
SRPX	0.00	0.00	0.02	0.06	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TNFAIP6	0.00	0.00	0.02	0.12	0.00	0.01	0.00	0.02	0.02	0.08	0.00	0.00	0.04	0.17	0.04	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.03	0.00	0.00	0.01	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.09	0.01	0.07
EPSTI1	0.04	0.06	0.02	0.04	0.00	0.00	0.05	0.08	0.02	0.03	0.01	0.02	0.04	0.07	0.01	0.02	0.00	0.00	0.00	0.00	0.04	0.07	0.07	0.10	0.04	0.06	0.01	0.01	0.01	0.02	0.01	0.02	0.07	0.11	0.02	0.02	0.05	0.07	0.05	0.07	0.02	0.04	0.02	0.03	0.01	0.02	0.00	0.00	0.01	0.01
SFRP2	0.01	0.01	0.73	1.72	0.01	0.01	0.01	0.01	0.19	0.46	0.02	0.05	0.00	0.00	0.00	0.00	0.01	0.03	0.02	0.04	0.01	0.03	0.00	0.01	0.00	0.01	0.05	0.12	0.02	0.05	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00
FCGR1A	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.04	0.00	0.00	0.00	0.00	0.05	0.05	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.02
MSN	0.05	0.08	0.04	0.07	0.01	0.03	0.09	0.17	0.09	0.17	0.11	0.21	0.07	0.12	0.09	0.17	0.03	0.06	0.01	0.02	0.06	0.11	0.08	0.14	0.11	0.20	0.04	0.07	0.05	0.10	0.01	0.02	0.09	0.17	0.05	0.10	0.07	0.14	0.06	0.11	0.08	0.14	0.09	0.16	0.10	0.18	0.07	0.14	0.10	0.18
LCP2	0.00	0.01	0.00	0.00	0.00	0.00	0.05	0.07	0.01	0.01	0.01	0.01	0.12	0.15	0.17	0.21	0.00	0.00	0.00	0.00	0.02	0.03	0.07	0.09	0.07	0.09	0.00	0.00	0.01	0.01	0.00	0.00	0.06	0.07	0.03	0.04	0.06	0.07	0.05	0.06	0.06	0.07	0.04	0.05	0.03	0.04	0.08	0.10	0.07	0.09
ITGB5	0.00	0.00	0.03	0.08	0.01	0.02	0.01	0.03	0.02	0.04	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.03	0.00	0.00	0.02	0.04	0.00	0.01	0.01	0.02	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GSN	0.01	0.01	0.35	0.35	0.08	0.08	0.19	0.19	0.22	0.22	0.31	0.31	0.06	0.06	0.07	0.07	0.13	0.13	0.13	0.13	0.19	0.19	0.18	0.18	0.10	0.10	0.26	0.26	0.30	0.30	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.04	0.04	0.22	0.22
RFTN1	0.01	0.02	0.00	0.02	0.00	0.00	0.01	0.02	0.01	0.04	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.06	0.00	0.02	0.01	0.02	0.00	0.00	0.01	0.03	0.00	0.01	0.01	0.04	0.00	0.02	0.01	0.03	0.01	0.05	0.01	0.03	0.01	0.03	0.01	0.02	0.00	0.00	0.00	0.00
RCN3	0.00	0.00	0.05	0.16	0.00	0.01	0.00	0.01	0.04	0.12	0.00	0.01	0.00	0.01	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.00	0.00	0.01	0.02	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.01
BMP1	0.00	0.00	0.02	0.07	0.00	0.00	0.00	0.00	0.04	0.14	0.01	0.03	0.00	0.01	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01
RABAC1	0.02	0.06	0.05	0.17	0.04	0.15	0.02	0.09	0.04	0.16	0.04	0.16	0.01	0.02	0.01	0.02	0.03	0.10	0.04	0.14	0.02	0.08	0.03	0.09	0.02	0.08	0.03	0.13	0.05	0.17	0.05	0.17	0.03	0.10	0.02	0.07	0.02	0.07	0.02	0.08	0.03	0.11	0.02	0.08	0.02	0.08	0.01	0.03	0.02	0.06
PTMS	0.01	0.01	0.09	0.18	0.09	0.18	0.08	0.16	0.12	0.25	0.10	0.20	0.00	0.00	0.00	0.00	0.07	0.14	0.09	0.19	0.06	0.12	0.07	0.14	0.03	0.05	0.13	0.25	0.11	0.22	0.01	0.02	0.05	0.10	0.01	0.01	0.03	0.07	0.02	0.04	0.04	0.08	0.02	0.03	0.01	0.03	0.00	0.00	0.00	0.01
CMKLR1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMP1	0.00	0.01	0.09	0.22	0.03	0.08	0.02	0.04	0.05	0.13	0.15	0.36	0.00	0.00	0.00	0.00	0.12	0.28	0.10	0.24	0.01	0.02	0.01	0.04	0.01	0.03	0.01	0.03	0.04	0.09	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00
CCND2	0.01	0.01	0.02	0.04	0.00	0.00	0.01	0.02	0.04	0.08	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.01	0.01	0.01	0.02	0.04	0.02	0.04	0.02	0.04	0.03	0.06	0.02	0.04	0.03	0.06	0.04	0.08	0.03	0.06	0.02	0.05	0.03	0.06	0.00	0.00	0.01	0.02
HIC1	0.00	0.00	0.01	0.02	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LRP10	0.01	0.02	0.03	0.05	0.02	0.03	0.01	0.02	0.02	0.03	0.03	0.04	0.02	0.04	0.02	0.03	0.03	0.05	0.05	0.08	0.02	0.03	0.02	0.03	0.01	0.02	0.04	0.07	0.02	0.04	0.01	0.02	0.02	0.04	0.01	0.02	0.02	0.03	0.02	0.04	0.02	0.03	0.01	0.02	0.02	0.03	0.03	0.04	0.02	0.04
RHOG	0.04	0.05	0.02	0.03	0.02	0.03	0.10	0.13	0.03	0.03	0.03	0.04	0.07	0.09	0.07	0.09	0.02	0.02	0.02	0.02	0.07	0.09	0.11	0.14	0.11	0.13	0.02	0.03	0.02	0.03	0.01	0.01	0.07	0.08	0.04	0.06	0.05	0.07	0.08	0.10	0.05	0.06	0.03	0.04	0.04	0.06	0.07	0.09	0.11	0.13
TUBA1A	0.06	0.25	0.12	0.55	0.05	0.23	0.07	0.29	0.17	0.74	0.10	0.46	0.07	0.30	0.02	0.07	0.13	0.56	0.06	0.28	0.09	0.39	0.04	0.17	0.08	0.33	0.16	0.72	0.13	0.57	0.00	0.02	0.06	0.27	0.08	0.34	0.07	0.30	0.07	0.30	0.08	0.34	0.08	0.36	0.05	0.23	0.07	0.31	0.03	0.15
ILK	0.01	0.03	0.04	0.11	0.02	0.05	0.03	0.10	0.06	0.19	0.03	0.09	0.01	0.03	0.01	0.03	0.02	0.07	0.03	0.08	0.02	0.07	0.03	0.08	0.02	0.06	0.04	0.11	0.05	0.14	0.00	0.01	0.02	0.07	0.01	0.03	0.02	0.05	0.02	0.05	0.01	0.04	0.02	0.05	0.01	0.04	0.01	0.03	0.03	0.09
FLT1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.04	0.20	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.01	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
TMEM204	0.00	0.00	0.01	0.06	0.00	0.00	0.00	0.00	0.01	0.05	0.02	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.05	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
LASP1	0.01	0.01	0.02	0.04	0.01	0.04	0.02	0.05	0.03	0.07	0.02	0.04	0.03	0.08	0.03	0.09	0.01	0.03	0.02	0.06	0.01	0.04	0.02	0.05	0.01	0.03	0.01	0.02	0.02	0.05	0.00	0.01	0.02	0.04	0.01	0.02	0.01	0.03	0.01	0.04	0.01	0.03	0.02	0.04	0.02	0.04	0.03	0.08	0.04	0.09
HTRA3	0.00	0.00	0.04	0.12	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ADGRA2	0.00	0.00	0.02	0.05	0.00	0.00	0.00	0.00	0.02	0.06	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
PRDM1	0.00	0.00	0.00	0.01	0.00	0.00	0.01	0.03	0.01	0.02	0.01	0.02	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.02	0.00	0.00	0.00	0.01	0.02	0.05	0.02	0.04	0.01	0.02	0.02	0.05	0.02	0.06	0.01	0.03	0.00	0.01	0.01	0.03	0.00	0.00	0.00	0.00
AKAP13	0.02	0.05	0.02	0.05	0.01	0.02	0.02	0.06	0.02	0.06	0.03	0.07	0.03	0.07	0.02	0.05	0.02	0.05	0.01	0.03	0.04	0.09	0.02	0.06	0.03	0.08	0.00	0.01	0.02	0.05	0.01	0.02	0.03	0.07	0.02	0.06	0.03	0.08	0.02	0.06	0.03	0.07	0.03	0.08	0.03	0.07	0.02	0.06	0.02	0.06
TNFRSF4	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.03	0.01	0.02	0.06	0.10	0.07	0.12	0.00	0.01	0.01	0.02	0.00	0.01	0.00	0.00	0.00	0.00
FMNL3	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
SLC6A6	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.01	0.02	0.05	0.03	0.07	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.01	0.01	0.02	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.02	0.05	0.01	0.01
GIMAP7	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.00	0.00	0.07	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.02	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.04	0.04	0.04	0.03	0.02	0.01	0.04	0.04	0.02	0.02	0.05	0.04	0.00	0.00	0.00	0.00
SLFN5	0.01	0.01	0.01	0.02	0.00	0.01	0.01	0.01	0.00	0.01	0.02	0.04	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.02	0.01	0.02	0.00	0.01	0.01	0.02	0.00	0.00	0.03	0.06	0.01	0.03	0.02	0.04	0.02	0.04	0.02	0.05	0.02	0.04	0.02	0.05	0.00	0.00	0.00	0.00
PLEC	0.01	0.01	0.03	0.05	0.01	0.03	0.03	0.05	0.02	0.05	0.04	0.07	0.00	0.00	0.00	0.00	0.02	0.03	0.02	0.03	0.01	0.02	0.02	0.04	0.02	0.04	0.02	0.04	0.02	0.04	0.00	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.02
EMB	0.01	0.02	0.00	0.00	0.00	0.00	0.01	0.02	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.02	0.01	0.02	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.03	0.05	0.02	0.04	0.03	0.04	0.02	0.03	0.03	0.04	0.02	0.03	0.02	0.03	0.01	0.02	0.06	0.10
IL4R	0.02	0.03	0.00	0.01	0.00	0.00	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.00	0.01	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.01	0.02	0.01	0.01
SCARF1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ZNF703	0.00	0.00	0.01	0.02	0.01	0.02	0.00	0.01	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
LFNG	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
RHOB	0.02	0.04	0.04	0.12	0.07	0.18	0.05	0.14	0.05	0.12	0.07	0.20	0.00	0.00	0.00	0.00	0.06	0.16	0.08	0.22	0.02	0.05	0.07	0.20	0.06	0.16	0.09	0.25	0.07	0.18	0.02	0.07	0.01	0.03	0.01	0.02	0.02	0.04	0.01	0.03	0.01	0.04	0.03	0.07	0.01	0.04	0.00	0.00	0.00	0.00
RAP1A	0.01	0.02	0.01	0.02	0.01	0.02	0.03	0.06	0.01	0.03	0.02	0.03	0.01	0.01	0.02	0.03	0.01	0.02	0.01	0.02	0.02	0.04	0.02	0.05	0.03	0.05	0.01	0.02	0.01	0.02	0.01	0.01	0.02	0.04	0.02	0.03	0.02	0.05	0.03	0.05	0.02	0.03	0.01	0.03	0.02	0.03	0.01	0.02	0.01	0.01
JAK1	0.04	0.07	0.03	0.05	0.02	0.04	0.03	0.05	0.05	0.08	0.04	0.07	0.01	0.02	0.03	0.06	0.02	0.04	0.03	0.06	0.04	0.07	0.03	0.06	0.04	0.06	0.03	0.05	0.04	0.07	0.01	0.02	0.05	0.09	0.04	0.06	0.04	0.07	0.06	0.10	0.05	0.08	0.05	0.08	0.05	0.09	0.02	0.03	0.02	0.03
CCND1	0.00	0.01	0.01	0.03	0.03	0.14	0.01	0.04	0.02	0.10	0.01	0.06	0.00	0.00	0.00	0.00	0.02	0.07	0.02	0.10	0.01	0.05	0.01	0.05	0.00	0.02	0.01	0.03	0.01	0.06	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
PKIG	0.02	0.04	0.02	0.04	0.01	0.02	0.00	0.01	0.02	0.05	0.02	0.05	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.02	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.02	0.02	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MICAL2	0.00	0.00	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.02	0.00	0.02	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.03	0.00	0.01
ST3GAL2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
YWHAB	0.04	0.07	0.04	0.08	0.06	0.11	0.07	0.12	0.06	0.11	0.06	0.11	0.03	0.05	0.03	0.05	0.04	0.08	0.06	0.11	0.05	0.09	0.06	0.11	0.06	0.11	0.04	0.07	0.05	0.09	0.02	0.03	0.06	0.11	0.04	0.08	0.05	0.10	0.06	0.11	0.05	0.09	0.03	0.06	0.04	0.08	0.02	0.04	0.05	0.09
IFI44	0.01	0.01	0.01	0.01	0.00	0.00	0.01	0.02	0.02	0.02	0.01	0.02	0.02	0.03	0.00	0.00	0.00	0.01	0.00	0.00	0.01	0.01	0.01	0.02	0.01	0.02	0.00	0.00	0.01	0.01	0.00	0.00	0.03	0.04	0.01	0.01	0.02	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00
GADD45B	0.03	0.09	0.06	0.17	0.03	0.09	0.05	0.16	0.05	0.15	0.05	0.16	0.01	0.03	0.03	0.09	0.05	0.15	0.06	0.20	0.04	0.13	0.06	0.20	0.04	0.14	0.08	0.25	0.06	0.19	0.02	0.05	0.02	0.07	0.03	0.10	0.01	0.04	0.02	0.05	0.03	0.09	0.05	0.14	0.04	0.14	0.00	0.01	0.00	0.01
SAMD9L	0.01	0.02	0.00	0.01	0.00	0.00	0.01	0.02	0.01	0.01	0.01	0.01	0.02	0.03	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.02	0.01	0.03	0.01	0.02	0.00	0.00	0.00	0.01	0.00	0.01	0.02	0.05	0.00	0.01	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.00	0.01	0.01	0.01
SLC20A1	0.00	0.01	0.01	0.02	0.01	0.02	0.02	0.03	0.02	0.04	0.01	0.02	0.00	0.01	0.02	0.05	0.00	0.01	0.01	0.01	0.02	0.05	0.01	0.03	0.01	0.02	0.01	0.02	0.00	0.01	0.00	0.00	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.03	0.00	0.01	0.00	0.01
PDLIM1	0.02	0.05	0.02	0.05	0.02	0.05	0.01	0.01	0.06	0.12	0.07	0.14	0.00	0.00	0.00	0.00	0.04	0.08	0.06	0.13	0.01	0.02	0.00	0.00	0.00	0.01	0.08	0.17	0.05	0.10	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00
GLIPR2	0.00	0.01	0.01	0.02	0.00	0.01	0.02	0.04	0.02	0.03	0.01	0.01	0.03	0.05	0.02	0.03	0.01	0.02	0.00	0.00	0.02	0.04	0.02	0.03	0.02	0.04	0.00	0.01	0.01	0.02	0.00	0.00	0.02	0.03	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.03	0.02	0.04	0.02	0.04	0.02	0.04	0.03	0.05
ST6GALNAC6	0.00	0.00	0.01	0.02	0.00	0.00	0.00	0.00	0.01	0.02	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00
COLGALT1	0.00	0.00	0.00	0.02	0.00	0.01	0.01	0.04	0.01	0.03	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.05	0.01	0.02	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02
USP22	0.00	0.01	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.02	0.00	0.01	0.01	0.02	0.01	0.02	0.01	0.03	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01
