gene	B_cells_EA	B_cells_AA	CAFs_EA	CAFs_AA	Cancer_EA	Cancer_AA	Cycling_Myeloid_EA	Cycling_Myeloid_AA	Cycling_PVL_EA	Cycling_PVL_AA	Endothelial_EA	Endothelial_AA	IFN-resp.neutrophil_EA	IFN-resp.neutrophil_AA	IL.8.neutrophil_EA	IL.8.neutrophil_AA	Lum_Prog_EA	Lum_Prog_AA	Mature_Lum_EA	Mature_Lum_AA	Myeloid_DC_EA	Myeloid_DC_AA	Myeloid_Macrophage_EA	Myeloid_Macrophage_AA	Myeloid_Monocyte_EA	Myeloid_Monocyte_AA	Myoepithelial_EA	Myoepithelial_AA	PVL_EA	PVL_AA	Plasmablast_EA	Plasmablast_AA	T_cells_EA	T_cells_AA	T_cells_CD4_EA	T_cells_CD4_AA	T_cells_CD4_Tfh_EA	T_cells_CD4_Tfh_AA	T_cells_CD4_Tregs_EA	T_cells_CD4_Tregs_AA	T_cells_CD8_EA	T_cells_CD8_AA	T_cells_NK_EA	T_cells_NK_AA	T_cells_NKT_EA	T_cells_NKT_AA	calprotectin.neutrophil_EA	calprotectin.neutrophil_AA	degraulating.neutrophil_EA	degraulating.neutrophil_AA
TNFSF12	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SH3BGRL3	0.31	0.24	0.24	0.18	0.27	0.21	0.56	0.44	0.27	0.21	0.37	0.28	0.21	0.16	0.27	0.21	0.18	0.14	0.17	0.13	0.45	0.35	0.55	0.43	0.62	0.48	0.15	0.11	0.16	0.13	0.14	0.11	0.56	0.44	0.42	0.33	0.54	0.42	0.48	0.37	0.56	0.44	0.42	0.33	0.52	0.40	0.18	0.14	0.23	0.18
LTB	0.39	0.14	0.01	0.00	0.01	0.00	0.05	0.02	0.01	0.00	0.02	0.01	0.05	0.02	0.06	0.02	0.01	0.00	0.01	0.00	0.20	0.07	0.02	0.01	0.08	0.03	0.00	0.00	0.01	0.00	0.01	0.00	0.25	0.09	0.42	0.15	0.27	0.09	0.59	0.21	0.20	0.07	0.17	0.06	0.07	0.02	0.06	0.02	0.04	0.01
JAK3	0.02	0.01	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.03	0.02	0.02	0.01	0.00	0.00	0.00	0.00	0.02	0.01	0.02	0.01	0.02	0.01	0.00	0.00	0.01	0.00	0.01	0.00	0.05	0.02	0.03	0.01	0.05	0.02	0.04	0.02	0.04	0.02	0.02	0.01	0.01	0.01	0.05	0.02	0.02	0.01
KIAA0930	0.00	0.00	0.02	0.01	0.01	0.00	0.02	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CD40	0.05	0.02	0.02	0.01	0.00	0.00	0.03	0.01	0.03	0.01	0.04	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.02	0.04	0.02	0.02	0.01	0.02	0.01	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GNLY	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.03	0.01	0.00	0.01	0.00	0.00	0.00	0.05	0.03	0.32	0.20	0.33	0.21	0.00	0.00	0.00	0.00
SERPINA1	0.01	0.00	0.00	0.00	0.02	0.01	0.25	0.10	0.02	0.01	0.00	0.00	0.31	0.12	0.32	0.13	0.02	0.01	0.17	0.07	0.08	0.03	0.29	0.12	0.42	0.17	0.05	0.02	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.27	0.11	0.15	0.06
PLXNC1	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.02	0.01	0.00
CD2	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.25	0.17	0.21	0.14	0.31	0.21	0.31	0.21	0.24	0.16	0.15	0.10	0.13	0.09	0.00	0.00	0.00	0.00
PSMB10	0.06	0.02	0.04	0.01	0.02	0.01	0.10	0.03	0.04	0.01	0.04	0.01	0.06	0.02	0.03	0.01	0.04	0.01	0.04	0.01	0.08	0.03	0.10	0.03	0.09	0.03	0.02	0.01	0.04	0.01	0.04	0.01	0.12	0.04	0.04	0.02	0.06	0.02	0.07	0.02	0.08	0.03	0.06	0.02	0.06	0.02	0.02	0.01	0.04	0.01
CD7	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.06	0.10	0.05	0.11	0.05	0.15	0.07	0.15	0.07	0.21	0.10	0.14	0.07	0.00	0.00	0.00	0.00
ANXA11	0.03	0.01	0.04	0.02	0.03	0.02	0.05	0.03	0.05	0.03	0.03	0.02	0.04	0.02	0.03	0.01	0.04	0.02	0.05	0.03	0.05	0.03	0.05	0.03	0.04	0.02	0.04	0.02	0.05	0.03	0.01	0.01	0.05	0.03	0.03	0.02	0.04	0.02	0.05	0.03	0.05	0.03	0.03	0.02	0.03	0.02	0.04	0.02	0.06	0.03
VAV1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00
CCR5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ARHGEF1	0.03	0.01	0.01	0.00	0.01	0.00	0.02	0.01	0.01	0.00	0.02	0.01	0.03	0.01	0.03	0.01	0.01	0.00	0.01	0.00	0.02	0.01	0.02	0.01	0.03	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.05	0.02	0.04	0.01	0.04	0.02	0.04	0.01	0.05	0.02	0.04	0.01	0.04	0.02	0.03	0.01	0.05	0.02
TNFRSF12A	0.00	0.00	0.03	0.02	0.04	0.02	0.01	0.01	0.05	0.03	0.01	0.00	0.00	0.00	0.00	0.00	0.07	0.04	0.06	0.03	0.00	0.00	0.01	0.00	0.00	0.00	0.04	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.01
ATP6V0D1	0.02	0.01	0.02	0.01	0.02	0.01	0.05	0.03	0.03	0.01	0.02	0.01	0.05	0.03	0.08	0.04	0.02	0.01	0.03	0.02	0.03	0.02	0.05	0.02	0.04	0.02	0.02	0.01	0.02	0.01	0.01	0.00	0.02	0.01	0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.04	0.02	0.05	0.03
RAC2	0.21	0.08	0.01	0.00	0.01	0.01	0.14	0.05	0.01	0.00	0.02	0.01	0.17	0.06	0.19	0.07	0.01	0.00	0.01	0.01	0.09	0.03	0.06	0.02	0.13	0.04	0.00	0.00	0.00	0.00	0.07	0.03	0.32	0.11	0.19	0.07	0.25	0.09	0.26	0.09	0.27	0.10	0.20	0.07	0.24	0.08	0.14	0.05	0.22	0.08
PPP6R1	0.01	0.00	0.00	0.00	0.01	0.00	0.02	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00
NAGA	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CXCL11	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MYO9B	0.01	0.01	0.01	0.00	0.01	0.00	0.02	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.04	0.02	0.01	0.00	0.01	0.00	0.02	0.01	0.03	0.02	0.03	0.02	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.02	0.01	0.02	0.01
SIGLEC10	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.01
C15orf48	0.00	0.00	0.00	0.00	0.03	0.01	0.08	0.03	0.01	0.00	0.00	0.00	0.03	0.01	0.08	0.02	0.02	0.01	0.07	0.02	0.09	0.03	0.10	0.03	0.10	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
IL18	0.00	0.00	0.00	0.00	0.01	0.00	0.03	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.04	0.03	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.02	0.02
APOBEC3G	0.02	0.01	0.01	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.01	0.01	0.07	0.04	0.02	0.01	0.04	0.02	0.03	0.02	0.07	0.04	0.06	0.03	0.06	0.03	0.00	0.00	0.00	0.00
CD300A	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.03	0.01	0.07	0.04	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01
GLUL	0.02	0.01	0.12	0.06	0.22	0.11	0.33	0.17	0.13	0.07	0.13	0.06	0.32	0.16	0.51	0.26	0.15	0.07	0.27	0.14	0.11	0.06	0.46	0.23	0.31	0.16	0.13	0.07	0.12	0.06	0.02	0.01	0.05	0.02	0.04	0.02	0.02	0.01	0.01	0.00	0.06	0.03	0.08	0.04	0.07	0.04	0.25	0.13	0.20	0.10
NLRC5	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.07	0.03	0.03	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.01	0.00	0.02	0.01	0.04	0.02
SEMA4D	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.01	0.01	0.01	0.00	0.02	0.01	0.01	0.00
SSBP4	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
DNM2	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.01	0.02	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.01	0.01	0.01
MAPKAPK3	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.02	0.01
RPS11	0.28	0.09	0.20	0.06	0.23	0.07	0.19	0.06	0.21	0.07	0.19	0.06	0.05	0.01	0.10	0.03	0.23	0.07	0.20	0.06	0.27	0.08	0.16	0.05	0.24	0.07	0.19	0.06	0.20	0.06	0.13	0.04	0.19	0.06	0.22	0.07	0.20	0.06	0.19	0.06	0.18	0.06	0.22	0.07	0.22	0.07	0.04	0.01	0.12	0.04
APRT	0.03	0.01	0.04	0.01	0.05	0.02	0.05	0.01	0.04	0.01	0.04	0.01	0.00	0.00	0.00	0.00	0.06	0.02	0.06	0.02	0.05	0.02	0.04	0.01	0.05	0.01	0.04	0.01	0.03	0.01	0.02	0.01	0.05	0.01	0.04	0.01	0.05	0.01	0.04	0.01	0.05	0.01	0.04	0.01	0.04	0.01	0.00	0.00	0.01	0.00
CYB561A3	0.02	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00
PLA2G2D	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SLC2A6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
S100A16	0.00	0.00	0.02	0.02	0.04	0.03	0.00	0.00	0.01	0.01	0.04	0.03	0.00	0.00	0.00	0.00	0.03	0.02	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
OASL	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.04	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.06	0.02	0.01	0.00	0.02	0.01	0.02	0.01	0.03	0.01	0.02	0.01	0.02	0.01	0.01	0.00	0.00	0.00
LY6E	0.15	0.03	0.28	0.06	0.16	0.03	0.23	0.05	0.21	0.04	0.18	0.04	0.03	0.01	0.01	0.00	0.24	0.05	0.09	0.02	0.13	0.03	0.24	0.05	0.19	0.04	0.32	0.06	0.14	0.03	0.09	0.02	0.33	0.07	0.11	0.02	0.21	0.04	0.19	0.04	0.21	0.04	0.17	0.03	0.15	0.03	0.00	0.00	0.01	0.00
TRAPPC5	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01
CLIC2	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BATF	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.07	0.02	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.01	0.02	0.01	0.07	0.02	0.10	0.03	0.02	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00
GNA15	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
NDUFA4L2	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.08	0.09	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MRPL41	0.01	0.00	0.01	0.00	0.02	0.00	0.02	0.00	0.02	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.02	0.00	0.01	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00
LRPAP1	0.01	0.00	0.04	0.01	0.02	0.00	0.04	0.01	0.03	0.01	0.03	0.01	0.03	0.00	0.07	0.01	0.02	0.00	0.04	0.01	0.02	0.00	0.04	0.01	0.03	0.01	0.04	0.01	0.03	0.01	0.02	0.00	0.02	0.00	0.01	0.00	0.02	0.00	0.02	0.00	0.02	0.00	0.01	0.00	0.02	0.00	0.01	0.00	0.07	0.01
DOK2	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.03	0.01	0.03	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.01	0.02	0.01	0.02	0.01	0.04	0.02	0.03	0.01	0.03	0.01	0.04	0.02	0.00	0.00	0.00	0.00
ADCY7	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00
FPGS	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00
NIN	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00
ZNFX1	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00
ALDH2	0.00	0.00	0.02	0.01	0.03	0.01	0.05	0.02	0.01	0.01	0.02	0.01	0.01	0.00	0.01	0.00	0.01	0.00	0.05	0.02	0.07	0.03	0.06	0.03	0.05	0.02	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.05	0.02
IFI27L2	0.02	0.01	0.07	0.04	0.02	0.01	0.05	0.03	0.07	0.04	0.03	0.02	0.00	0.00	0.00	0.00	0.03	0.02	0.01	0.01	0.02	0.02	0.06	0.03	0.03	0.02	0.03	0.02	0.05	0.03	0.03	0.02	0.04	0.03	0.02	0.01	0.04	0.02	0.04	0.02	0.03	0.02	0.03	0.02	0.03	0.02	0.00	0.00	0.00	0.00
ARHGDIA	0.05	0.04	0.06	0.05	0.07	0.06	0.10	0.09	0.09	0.08	0.07	0.06	0.02	0.02	0.05	0.04	0.06	0.05	0.07	0.06	0.07	0.06	0.08	0.07	0.07	0.06	0.05	0.05	0.06	0.05	0.03	0.03	0.09	0.08	0.05	0.04	0.05	0.05	0.06	0.05	0.07	0.06	0.05	0.04	0.06	0.05	0.01	0.01	0.05	0.04
DRAM1	0.00	0.00	0.01	0.01	0.00	0.00	0.03	0.02	0.01	0.00	0.01	0.01	0.01	0.00	0.01	0.01	0.00	0.00	0.01	0.01	0.01	0.00	0.04	0.03	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
HLA-DOA	0.02	0.01	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.01	0.04	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MXRA8	0.00	0.00	0.23	0.23	0.01	0.01	0.00	0.00	0.09	0.09	0.01	0.01	0.00	0.00	0.00	0.00	0.02	0.02	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.13	0.08	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
VASP	0.02	0.02	0.01	0.01	0.02	0.02	0.04	0.03	0.03	0.03	0.03	0.02	0.03	0.02	0.03	0.02	0.02	0.01	0.03	0.02	0.03	0.03	0.04	0.03	0.05	0.04	0.02	0.02	0.03	0.02	0.00	0.00	0.02	0.02	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.03	0.02	0.02	0.02
PSME2	0.11	0.05	0.12	0.06	0.16	0.08	0.33	0.17	0.26	0.13	0.15	0.07	0.07	0.04	0.04	0.02	0.11	0.06	0.12	0.06	0.27	0.14	0.25	0.13	0.25	0.12	0.09	0.04	0.14	0.07	0.15	0.07	0.25	0.13	0.12	0.06	0.17	0.09	0.17	0.09	0.17	0.09	0.15	0.08	0.16	0.08	0.01	0.00	0.04	0.02
APOL3	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.03	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.02	0.01	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00
FMNL1	0.02	0.01	0.00	0.00	0.00	0.00	0.03	0.02	0.00	0.00	0.00	0.00	0.03	0.02	0.04	0.03	0.00	0.00	0.00	0.00	0.04	0.02	0.03	0.02	0.04	0.02	0.00	0.00	0.00	0.00	0.01	0.00	0.03	0.02	0.02	0.01	0.02	0.01	0.03	0.02	0.02	0.01	0.03	0.02	0.03	0.02	0.03	0.02	0.03	0.02
ADAM8	0.01	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.00	0.00	0.00	0.00	0.04	0.02	0.04	0.02	0.00	0.00	0.00	0.00	0.02	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.01	0.02	0.01	0.02	0.01	0.05	0.02	0.05	0.02
